Genes	Taxa
17331707	COG2801
12640785	COG2801
13400429	COG2801
2167111	COG2801
9582819	COG2801
10180615	COG2801
8968088	COG2801
9311947	COG2801
6882282	COG2801
17035914	COG2801
18678996	COG2801
12359417	COG2801
16988520	COG2801
8628697	COG2801
6754918	COG2801
2751304	COG2801
4225017	COG2801
4963562	COG2801
5621454	COG2801
4657962	COG2801
9502619	COG2801
13500540	COG2801
15267909	COG2801
17785806	COG2801
4884489	COG2801
10547302	COG2801
14726256	COG2801
18678785	COG2801
12058378	COG2801
105008	COG2801
9217486	COG2801
19147121	COG2801
8957879	COG2801
17035540	COG2801
7377112	COG2801
6918572	COG2801
18130501	COG2801
8891855	COG2801
10180810	COG2801
4963555	COG2801
14481727	COG2801
17230490	COG2801
105358	COG2801
18456409	COG2801
4486593	COG2801
14481474	COG2801
1192361	COG2801
14481948	COG2801
1509882	COG2801
8628386	COG2801
4486580	COG2801
11366623	COG2801
18173671	COG2801
15779723	COG2801
2528023	COG2801
15923109	COG2801
12474036	COG2801
9271257	COG2801
723426	COG2801
7218453	COG2801
14726266	COG2801
7814121	COG2801
9582288	COG2801
8499619	COG2801
9810296	COG2801
13466890	COG2801
16987872	COG2801
13400856	COG2801
14071509	COG2801
10843530	COG2801
15396754	COG2801
13466968	COG2801
13400953	COG2801
9502462	COG2801
7377545	COG2801
6918532	COG2801
9502496	COG2801
13466747	COG2801
13349772	COG2801
17209675	COG2801
16817728	COG2801
723447	COG2801
8029406	COG2801
9716681	COG2801
1980208	COG2801
10897473	COG2801
17985759	COG2801
15914392	COG2801
5589855	COG2801
5589858	COG2801
7587189	COG2801
1818629	COG2801
18793494	COG2801
9912626	COG2801
7212234	COG2801
867770	COG2801
9626286	COG2801
18295355	COG2801
3551541	COG2801
1932059	COG2801
7319732	COG2801
6639956	COG2801
70529	COG2801
9104857	COG2801
4899481	COG2801
17392519	COG2801
3752849	COG2801
9912668	COG2801
2098027	COG2801
11594606	COG2801
18412785	COG2801
15342627	COG2801
581186	COG2801
4172176	COG2801
4442647	COG2801
12529373	COG2801
17648155	COG2801
14748494	COG2801
7319859	COG2801
1386112	COG2801
3645191	COG2801
4661111	COG2801
6936275	COG2801
12395641	COG2801
1386464	COG2801
13694838	COG2801
11355166	COG2801
15214303	COG2801
975289	COG2801
2170326	COG2801
17002098	COG2801
18412234	COG2801
3574289	COG2801
18412478	COG2801
15053464	COG2801
19294471	COG2801
14898481	COG2801
7494249	COG2801
12529553	COG2801
13447344	COG2801
14992415	COG2801
16134782	COG2801
15225764	COG2801
7074222	COG2801
18412508	COG2801
15699623	COG2801
98614	COG2801
9287775	COG2801
15509883	COG2801
16661296	COG2801
9912565	COG2801
18338820	COG2801
7462160	COG2801
13176802	COG2801
780060	COG2801
13176705	COG2801
18006537	COG2801
8919547	COG2801
12669588	COG2801
3752718	COG2801
13447055	COG2801
14992143	COG2801
2294124	COG2801
11644435	COG2801
3083311	COG2801
3752494	COG2801
6624703	COG2801
9626233	COG2801
10877492	COG2801
14448880	COG2801
16946464	COG2801
3904077	COG2801
6936376	COG2801
10583127	COG2801
364915	COG2801
2487215	COG2801
1201939	COG2801
15342322	COG2801
16887299	COG2801
2294884	COG2801
8273549	COG2801
5445810	COG2801
14448550	COG2801
2052061	COG2801
6912553	COG2801
12669874	COG2801
8064830	COG2801
9314574	COG2801
13447291	COG2801
626358	COG2801
18951013	COG2801
18020704	COG2801
4797536	COG2801
18802631	COG2801
10323712	COG2801
2409913	COG2801
174691	COG2801
12196179	COG2801
12082678	COG2801
13666760	COG2801
2390396	COG2801
114750	COG2801
12469730	COG2801
9601017	COG2801
9010234	COG2801
12380661	COG2801
14520220	COG2801
8027425	COG2801
262321	COG2801
262072	COG2801
15512847	COG2801
12896913	COG2801
7702994	COG2801
15475627	COG2801
5818688	COG2801
18410962	COG2801
2632853	COG2801
14520221	COG2801
15121575	COG2801
9387990	COG2801
11620862	COG2801
10397939	COG2801
15512895	COG2801
114720	COG2801
10130532	COG2801
13090527	COG2801
19157196	COG2801
11620927	COG2801
3944890	COG2801
2025733	COG2801
10012318	COG2801
7938814	COG2801
13210679	COG2801
12896728	COG2801
9010431	COG2801
2473830	COG2801
13072120	COG2801
4105663	COG2801
2618379	COG2801
114837	COG2801
12896744	COG2801
5763211	COG2801
15475618	COG2801
9351918	COG2801
688050	COG2801
15219926	COG2801
12380705	COG2801
13995586	COG2801
12896876	COG2801
6972935	COG2801
6518170	COG2801
687762	COG2801
19282590	COG2801
15654826	COG2801
15654391	COG2801
11761030	COG2801
12896575	COG2801
14620861	COG2801
12028907	COG2801
18410890	COG2801
12469806	COG2801
13995367	COG2801
9862879	COG2801
6536089	COG2801
2473651	COG2801
5818796	COG2801
549191	COG2801
5763370	COG2801
10338936	COG2801
6972789	COG2801
10397772	COG2801
5495811	COG2801
4105289	COG2801
14520041	COG2801
262090	COG2801
3786368	COG2801
12469866	COG2801
4105780	COG2801
13090526	COG2801
3889016	COG2801
12469863	COG2801
15654743	COG2801
5763305	COG2801
10012240	COG2801
18410982	COG2801
13995713	COG2801
6536155	COG2801
9387659	COG2801
15654873	COG2801
12469736	COG2801
549543	COG2801
9915846	COG2801
3912690	COG2801
13666829	COG2801
4592798	COG2801
15668818	COG2801
16176606	COG2801
7026384	COG2801
16989588	COG2801
15023758	COG2801
13131829	COG2801
7026338	COG2801
4988493	COG2801
3404535	COG2801
6118642	COG2801
16176550	COG2801
15286758	COG2801
3354065	COG2801
18352851	COG2801
5998199	COG2801
7922165	COG2801
5998112	COG2801
10938154	COG2801
13265273	COG2801
7922205	COG2801
19216355	COG2801
10371797	COG2801
1498335	COG2801
1498278	COG2801
16176527	COG2801
5423298	COG2801
10855420	COG2801
15204840	COG2801
15286760	COG2801
9360407	COG2801
3354171	COG2801
8924527	COG2801
227794	COG2801
3404538	COG2801
13131675	COG2801
3929968	COG2801
15190754	COG2801
7545628	COG2801
10594893	COG2801
19139569	COG2801
8657449	COG2801
10536796	COG2801
16831341	COG2801
17238878	COG2801
8209589	COG2801
16700981	COG2801
2692019	COG2801
2118091	COG2801
11339366	COG2801
11708033	COG2801
8922465	COG2801
8618486	COG2801
12591710	COG2801
10159960	COG2801
17318353	COG2801
9727091	COG2801
11562543	COG2801
17544112	COG2801
7958507	COG2801
11289778	COG2801
13477970	COG2801
18630266	COG2801
11289320	COG2801
9184581	COG2801
9871311	COG2801
12171925	COG2801
14538482	COG2801
8806676	COG2801
12567455	COG2801
10079636	COG2801
16570644	COG2801
14347554	COG2801
1483683	COG2801
11232628	COG2801
4572301	COG2801
14538448	COG2801
19211797	COG2801
18807573	COG2801
9323925	COG2801
6434846	COG2801
1221261	COG2801
1014201	COG2801
11562550	COG2801
2166847	COG2801
12473899	COG2801
12094202	COG2801
17293924	COG2801
536818	COG2801
14782386	COG2801
17499628	COG2801
7958684	COG2801
10411666	COG2801
2924547	COG2801
11289052	COG2801
15976266	COG2801
5294373	COG2801
16892390	COG2801
8806550	COG2801
9474936	COG2801
9575378	COG2801
9118622	COG2801
17603123	COG2801
11097710	COG2801
17119614	COG2801
11289434	COG2801
3221649	COG2801
16216783	COG2801
12094817	COG2801
10727362	COG2801
3957348	COG2801
16892713	COG2801
6653473	COG2801
15430396	COG2801
9575508	COG2801
512905	COG2801
19201522	COG2801
11232748	COG2801
5275677	COG2801
6135580	COG2801
18684356	COG2801
301180	COG2801
2089818	COG2801
9654081	COG2801
16984192	COG2801
18918155	COG2801
12171581	COG2801
8659730	COG2801
16684039	COG2801
7125818	COG2801
6900264	COG2801
17544760	COG2801
18630321	COG2801
12567320	COG2801
19310027	COG2801
16450386	COG2801
17883199	COG2801
1402765	COG2801
8754448	COG2801
13487208	COG2801
1014198	COG2801
11562245	COG2801
16696066	COG2801
6209935	COG2801
6246516	COG2801
6004300	COG2801
9802706	COG2801
14717583	COG2801
3737085	COG2801
3737073	COG2801
14880963	COG2801
518102	COG2801
13523598	COG2801
1964848	COG2801
15533305	COG2801
827120	COG2801
14892821	COG2801
518101	COG2801
9009568	COG2801
6357258	COG2801
4403160	COG2801
16286839	COG2801
13475290	COG2801
17397891	COG2801
3754358	COG2801
8579923	COG2801
3754153	COG2801
5418775	COG2801
18033149	COG2801
13003514	COG2801
4189584	COG2801
11009877	COG2801
18681039	COG2801
15891891	COG2801
11433023	COG2801
18078567	COG2801
9943754	COG2801
2278483	COG2801
17461362	COG2801
15532666	COG2801
9107179	COG2801
3494304	COG2801
8921035	COG2801
15039399	COG2801
5448296	COG2801
14901155	COG2801
3471224	COG2801
18681085	COG2801
5448721	COG2801
3011444	COG2801
10144743	COG2801
9220496	COG2801
8600371	COG2801
2943234	COG2801
18885917	COG2801
2652064	COG2801
17337726	COG2801
4956156	COG2801
4189456	COG2801
11009853	COG2801
13334135	COG2801
9220462	COG2801
19070409	COG2801
9637880	COG2801
8066621	COG2801
14867897	COG2801
13650684	COG2801
12975496	COG2801
5224289	COG2801
15350188	COG2801
11590837	COG2801
2431100	COG2801
14918848	COG2801
18997883	COG2801
11590716	COG2801
14951100	COG2801
11590806	COG2801
16986055	COG2801
18997878	COG2801
13830003	COG2801
18468955	COG2801
16360166	COG2801
64551	COG2801
3204801	COG2801
1581645	COG2801
16439852	COG2801
9458285	COG2801
3871755	COG2801
23335	COG2801
6674208	COG2801
3986185	COG2801
31258	COG2801
7544201	COG2801
2431117	COG2801
1384561	COG2801
5019777	COG2801
7988271	COG2801
13624159	COG2801
12134465	COG2801
7367546	COG2801
6154094	COG2801
11205528	COG2801
11983909	COG2801
3680829	COG2801
9218546	COG2801
10834747	COG2801
2461846	COG2801
8030990	COG2801
9461210	COG2801
8749243	COG2801
8038308	COG2801
14802685	COG2801
12715122	COG2801
12063026	COG2801
6827225	COG2801
10467754	COG2801
2156293	COG2801
10467854	COG2801
13980490	COG2801
1499281	COG2801
8926665	COG2801
7831871	COG2801
11983942	COG2801
18293781	COG2801
18293772	COG2801
10311712	COG2801
5910195	COG2801
10671183	COG2801
10241586	COG2801
15028686	COG2801
1320333	COG2801
12799027	COG2801
17847103	COG2801
15600290	COG2801
3388532	COG2801
1199180	COG2801
6827305	COG2801
14802902	COG2801
5001104	COG2801
152671	COG2801
10241519	COG2801
1499300	COG2801
5277644	COG2801
18619380	COG2801
1661980	COG2801
14456628	COG2801
15006004	COG2801
13920090	COG2801
5436242	COG2801
5277597	COG2801
7846022	COG2801
5335926	COG2801
15312312	COG2801
14714263	COG2801
3469608	COG2801
11146403	COG2801
451970	COG2801
5277646	COG2801
13920202	COG2801
3004360	COG2801
3004433	COG2801
14890917	COG2801
18619127	COG2801
7846228	COG2801
3371437	COG2801
14349874	COG2801
8945079	COG2801
13175907	COG2801
18357167	COG2801
5277631	COG2801
18969456	COG2801
11205992	COG2801
19193435	COG2801
16388842	COG2801
18134114	COG2801
1200146	COG2801
10006230	COG2801
11333863	COG2801
3004399	COG2801
14036323	COG2801
3690331	COG2801
3371460	COG2801
1661988	COG2801
13964039	COG2801
11838144	COG2801
9797027	COG2801
4481462	COG2801
12785082	COG2801
13624527	COG2801
11333996	COG2801
5655483	COG2801
14063404	COG2801
12652002	COG2801
14890918	COG2801
14714266	COG2801
13332050	COG2801
14036255	COG2801
6597802	COG2801
18076544	COG2801
12941122	COG2801
11255469	COG2801
4576126	COG2801
5594391	COG2801
2809900	COG2801
14657608	COG2801
17848693	COG2801
200403	COG2801
11507283	COG2801
19209550	COG2801
1048347	COG2801
7106269	COG2801
18360629	COG2801
6427539	COG2801
17824640	COG2801
17548422	COG2801
7996211	COG2801
7106887	COG2801
14932879	COG2801
868547	COG2801
17257812	COG2801
5481467	COG2801
7167624	COG2801
14657444	COG2801
2571862	COG2801
18970660	COG2801
10597120	COG2801
6680481	COG2801
13324961	COG2801
14795211	COG2801
5474721	COG2801
2980450	COG2801
12829330	COG2801
16897351	COG2801
14980638	COG2801
16698219	COG2801
16363964	COG2801
2809760	COG2801
3037886	COG2801
10495144	COG2801
13442903	COG2801
10173247	COG2801
1304180	COG2801
5063024	COG2801
4645370	COG2801
9040704	COG2801
12345183	COG2801
6680298	COG2801
14759100	COG2801
5502199	COG2801
3037940	COG2801
607778	COG2801
7167812	COG2801
607972	COG2801
13474594	COG2801
13182459	COG2801
13406202	COG2801
7484610	COG2801
16698140	COG2801
14795693	COG2801
15442249	COG2801
10468242	COG2801
6937853	COG2801
16276672	COG2801
13599358	COG2801
6419880	COG2801
7106453	COG2801
7106123	COG2801
4162917	COG2801
7834685	COG2801
7917775	COG2801
371868	COG2801
17848773	COG2801
17824449	COG2801
9237091	COG2801
8731955	COG2801
15664137	COG2801
11715382	COG2801
14037675	COG2801
16292052	COG2801
14759203	COG2801
4153016	COG2801
13747468	COG2801
6427507	COG2801
868203	COG2801
1564447	COG2801
11300503	COG2801
1517745	COG2801
18242810	COG2801
19209594	COG2801
6419929	COG2801
2286211	COG2801
14037852	COG2801
3760627	COG2801
18242951	COG2801
14370624	COG2801
12980179	COG2801
12930102	COG2801
14738707	COG2801
1517865	COG2801
13182335	COG2801
10468349	COG2801
8458708	COG2801
1517855	COG2801
6680077	COG2801
15183410	COG2801
14633626	COG2801
868062	COG2801
607399	COG2801
2286171	COG2801
2809805	COG2801
6626736	COG2801
15183162	COG2801
17824409	COG2801
10495346	COG2801
13381863	COG2801
3422114	COG2801
4557463	COG2801
3875333	COG2801
11507400	COG2801
13566899	COG2801
4557904	COG2801
11300185	COG2801
9237868	COG2801
7484692	COG2801
16897014	COG2801
7452154	COG2801
15183566	COG2801
5429887	COG2801
13442956	COG2801
13406225	COG2801
371915	COG2801
5738192	COG2801
5429968	COG2801
6158073	COG2801
14037918	COG2801
8416318	COG2801
9202283	COG2801
12930366	COG2801
19335342	COG2801
13521618	COG2801
11507451	COG2801
14738135	COG2801
11715771	COG2801
6158415	COG2801
18970702	COG2801
16737952	COG2801
15183122	COG2801
3875121	COG2801
14037732	COG2801
16698268	COG2801
5429937	COG2801
4153005	COG2801
7834704	COG2801
9585370	COG2801
14657022	COG2801
10173634	COG2801
17824359	COG2801
17548887	COG2801
9722038	COG2801
17824752	COG2801
7917118	COG2801
12829625	COG2801
6626888	COG2801
18360771	COG2801
8455128	COG2801
623620	COG2801
7511744	COG2801
494795	COG2801
13330981	COG2801
12667383	COG2801
1316483	COG2801
6209135	COG2801
2263375	COG2801
3338989	COG2801
17330489	COG2801
13046633	COG2801
16732957	COG2801
6458404	COG2801
13404742	COG2801
13632435	COG2801
17409001	COG2801
19285051	COG2801
13389615	COG2801
12085375	COG2801
16834592	COG2801
7511425	COG2801
1580048	COG2801
4744709	COG2801
18614362	COG2801
15871856	COG2801
15499245	COG2801
17011749	COG2801
13632070	COG2801
14756941	COG2801
16942166	COG2801
9575094	COG2801
13130356	COG2801
5124605	COG2801
4178816	COG2801
10089163	COG2801
17119284	COG2801
16983332	COG2801
6458057	COG2801
10089395	COG2801
10089121	COG2801
18455106	COG2801
9474366	COG2801
2975290	COG2801
9310522	COG2801
17141806	COG2801
3880982	COG2801
1580695	COG2801
1276079	COG2801
15514194	COG2801
8880639	COG2801
631978	COG2801
8774817	COG2801
15466556	COG2801
7823278	COG2801
7823479	COG2801
297317	COG2801
10170998	COG2801
6917787	COG2801
6209273	COG2801
1242229	COG2801
13330077	COG2801
15021911	COG2801
12527661	COG2801
15855284	COG2801
10089920	COG2801
13330358	COG2801
12006550	COG2801
18577577	COG2801
10873682	COG2801
6917478	COG2801
6209197	COG2801
12393530	COG2801
12393853	COG2801
785792	COG2801
17529032	COG2801
17794056	COG2801
6458484	COG2801
2037165	COG2801
17110563	COG2801
13257059	COG2801
7217319	COG2801
13330089	COG2801
3338916	COG2801
10019213	COG2801
2089208	COG2801
6673421	COG2801
6209036	COG2801
13866975	COG2801
8471417	COG2801
17896451	COG2801
17676181	COG2801
822123	COG2801
18319048	COG2801
17664016	COG2801
2814839	COG2801
1152112	COG2801
17896031	COG2801
11184738	COG2801
10325448	COG2801
9948588	COG2801
11470635	COG2801
822774	COG2801
4343568	COG2801
18864156	COG2801
10538387	COG2801
17011166	COG2801
16247988	COG2801
6458633	COG2801
9357166	COG2801
8455895	COG2801
7823687	COG2801
6057380	COG2801
11982034	COG2801
10538727	COG2801
17155733	COG2801
17155378	COG2801
9357560	COG2801
15077407	COG2801
8880620	COG2801
6240079	COG2801
16942034	COG2801
10289866	COG2801
1402404	COG2801
17011709	COG2801
12854259	COG2801
6464403	COG2801
3856360	COG2801
17293060	COG2801
623846	COG2801
10089190	COG2801
1276143	COG2801
14756433	COG2801
11938303	COG2801
17794160	COG2801
8982549	COG2801
13742912	COG2801
16601167	COG2801
13404906	COG2801
12667709	COG2801
7511499	COG2801
3060377	COG2801
13130095	COG2801
11184987	COG2801
2299841	COG2801
12393181	COG2801
6445958	COG2801
4451103	COG2801
12774939	COG2801
17664862	COG2801
13074927	COG2801
3880416	COG2801
10370829	COG2801
6917491	COG2801
3856111	COG2801
822211	COG2801
13330854	COG2801
15855352	COG2801
2686337	COG2801
16983613	COG2801
13046337	COG2801
719215	COG2801
10873399	COG2801
3822892	COG2801
18797998	COG2801
12085072	COG2801
10370934	COG2801
6458732	COG2801
6263786	COG2801
12774468	COG2801
14756119	COG2801
15514647	COG2801
5486121	COG2801
3353549	COG2801
1402084	COG2801
18186495	COG2801
13404627	COG2801
7511821	COG2801
1460408	COG2801
3060616	COG2801
12393836	COG2801
10289383	COG2801
11982186	COG2801
18319015	COG2801
17794112	COG2801
10289569	COG2801
18206166	COG2801
6974764	COG2801
6866113	COG2801
298991	COG2801
2686012	COG2801
4603212	COG2801
2263449	COG2801
10189284	COG2801
2037444	COG2801
11399586	COG2801
15021256	COG2801
13632205	COG2801
16942904	COG2801
9474191	COG2801
12573228	COG2801
10370638	COG2801
785382	COG2801
15537034	COG2801
5866536	COG2801
10873160	COG2801
15855768	COG2801
13606189	COG2801
13516059	COG2801
13301790	COG2801
19285511	COG2801
5542089	COG2801
3756161	COG2801
10618731	COG2801
18827806	COG2801
13330493	COG2801
18186597	COG2801
7854510	COG2801
13074369	COG2801
16785969	COG2801
1152102	COG2801
12393277	COG2801
3302349	COG2801
18797581	COG2801
11982157	COG2801
10538565	COG2801
10289018	COG2801
9948320	COG2801
3756648	COG2801
964782	COG2801
17676089	COG2801
3994503	COG2801
13740702	COG2801
11539550	COG2801
18779276	COG2801
3774660	COG2801
12565827	COG2801
13666009	COG2801
2225870	COG2801
3374358	COG2801
17803330	COG2801
5569452	COG2801
15087437	COG2801
18778692	COG2801
2129300	COG2801
535016	COG2801
697806	COG2801
2015528	COG2801
9425948	COG2801
14557720	COG2801
14281496	COG2801
12119290	COG2801
11994556	COG2801
2254332	COG2801
1613170	COG2801
15726511	COG2801
9135321	COG2801
697606	COG2801
14893605	COG2801
3818595	COG2801
2015531	COG2801
14790161	COG2801
18316552	COG2801
1884541	COG2801
13901076	COG2801
2945992	COG2801
7280742	COG2801
4825943	COG2801
14495774	COG2801
2474932	COG2801
15580948	COG2801
10602692	COG2801
14506254	COG2801
2015364	COG2801
9745903	COG2801
13637212	COG2801
266278	COG2801
4825562	COG2801
2242302	COG2801
14506954	COG2801
14843295	COG2801
10094174	COG2801
6714282	COG2801
2214243	COG2801
5123500	COG2801
7510920	COG2801
2214462	COG2801
18860697	COG2801
7689532	COG2801
15580804	COG2801
7517897	COG2801
16108680	COG2801
10288416	COG2801
14557485	COG2801
2540371	COG2801
8342897	COG2801
9166695	COG2801
13901352	COG2801
535035	COG2801
15726877	COG2801
9467942	COG2801
14118004	COG2801
9166515	COG2801
2608866	COG2801
9589894	COG2801
8289051	COG2801
9215935	COG2801
12092127	COG2801
16536247	COG2801
13841268	COG2801
266986	COG2801
15202038	COG2801
12457795	COG2801
14281510	COG2801
8289112	COG2801
11994654	COG2801
9641393	COG2801
1451843	COG2801
7280683	COG2801
2015943	COG2801
9589802	COG2801
9215905	COG2801
14495874	COG2801
9067641	COG2801
11947747	COG2801
19307748	COG2801
5409341	COG2801
1288897	COG2801
4025027	COG2801
266962	COG2801
10094338	COG2801
17588132	COG2801
9947915	COG2801
266315	COG2801
17228544	COG2801
6537689	COG2801
14557349	COG2801
13476891	COG2801
14893801	COG2801
11328978	COG2801
7731174	COG2801
14281172	COG2801
9135540	COG2801
11947484	COG2801
11947695	COG2801
7517704	COG2801
2655151	COG2801
2254700	COG2801
7280850	COG2801
12119181	COG2801
14644865	COG2801
9067670	COG2801
5241826	COG2801
12092194	COG2801
19326257	COG2801
19326221	COG2801
12119128	COG2801
3818915	COG2801
13224347	COG2801
10883606	COG2801
1613041	COG2801
13769231	COG2801
7517911	COG2801
8964912	COG2801
11060722	COG2801
14281269	COG2801
16731232	COG2801
11936037	COG2801
14281934	COG2801
10331399	COG2801
12457529	COG2801
2655145	COG2801
14291180	COG2801
18430894	COG2801
2655108	COG2801
8635296	COG2801
14016155	COG2801
12597982	COG2801
3208570	COG2801
17935172	COG2801
16898874	COG2801
11466412	COG2801
17935345	COG2801
8635292	COG2801
8074074	COG2801
17935282	COG2801
7899075	COG2801
13098906	COG2801
13704422	COG2801
11922591	COG2801
16055282	COG2801
15037344	COG2801
17488180	COG2801
2736368	COG2801
771465	COG2801
172257	COG2801
15828446	COG2801
5892441	COG2801
7057966	COG2801
3954588	COG2801
3208810	COG2801
5936424	COG2801
15216599	COG2801
14016358	COG2801
9724568	COG2801
4230923	COG2801
11067197	COG2801
13697647	COG2801
3167646	COG2801
2466511	COG2801
16559114	COG2801
8887008	COG2801
3630030	COG2801
6962958	COG2801
12942390	COG2801
3954922	COG2801
12818447	COG2801
10449164	COG2801
9724284	COG2801
10232327	COG2801
18022907	COG2801
10346893	COG2801
7524533	COG2801
17698112	COG2801
13426761	COG2801
16738383	COG2801
7683880	COG2801
1713299	COG2801
10773448	COG2801
19052943	COG2801
1905373	COG2801
12709974	COG2801
13194718	COG2801
12942149	COG2801
19052862	COG2801
15138961	COG2801
2736155	COG2801
5269845	COG2801
15919784	COG2801
15362427	COG2801
10232323	COG2801
12931653	COG2801
3630231	COG2801
4927768	COG2801
12238131	COG2801
18008947	COG2801
15919640	COG2801
13089480	COG2801
11922437	COG2801
15362300	COG2801
2114881	COG2801
19052642	COG2801
18008032	COG2801
17170264	COG2801
9173609	COG2801
11067867	COG2801
16583281	COG2801
6962774	COG2801
16543769	COG2801
3040867	COG2801
2114814	COG2801
18287826	COG2801
4991041	COG2801
13684874	COG2801
14016390	COG2801
15216243	COG2801
16678134	COG2801
4620397	COG2801
17488502	COG2801
9893814	COG2801
16898530	COG2801
8529929	COG2801
7331182	COG2801
11466049	COG2801
3040480	COG2801
8102635	COG2801
15362289	COG2801
10244620	COG2801
5715320	COG2801
8801343	COG2801
10232241	COG2801
5892950	COG2801
17488564	COG2801
12149392	COG2801
12411404	COG2801
799038	COG2801
7239932	COG2801
9294761	COG2801
18142316	COG2801
16955440	COG2801
974479	COG2801
8576777	COG2801
2792267	COG2801
12182249	COG2801
17012156	COG2801
7239278	COG2801
11080336	COG2801
10548744	COG2801
1130734	COG2801
974361	COG2801
17954018	COG2801
9398442	COG2801
4328898	COG2801
16955403	COG2801
9398828	COG2801
18160538	COG2801
1548180	COG2801
974424	COG2801
5707407	COG2801
18102943	COG2801
1484632	COG2801
11996183	COG2801
17453388	COG2801
11252690	COG2801
9038302	COG2801
18102546	COG2801
16955700	COG2801
1777076	COG2801
10181165	COG2801
13322185	COG2801
325602	COG2801
17813633	COG2801
15212080	COG2801
325580	COG2801
12149452	COG2801
5510412	COG2801
12149101	COG2801
17739572	COG2801
5707505	COG2801
325423	COG2801
17012472	COG2801
11080128	COG2801
325470	COG2801
11550995	COG2801
18160322	COG2801
2360230	COG2801
3071779	COG2801
17813666	COG2801
3699556	COG2801
7239863	COG2801
12149199	COG2801
4018178	COG2801
12114769	COG2801
1013379	COG2801
4834956	COG2801
7957533	COG2801
8914123	COG2801
2524900	COG2801
17406385	COG2801
9525458	COG2801
13909677	COG2801
7957527	COG2801
16634518	COG2801
3416275	COG2801
488515	COG2801
68704	COG2801
17610583	COG2801
15306509	COG2801
2780121	COG2801
16237274	COG2801
6215790	COG2801
2358765	COG2801
16975788	COG2801
19019559	COG2801
9525925	COG2801
3220754	COG2801
8734334	COG2801
12197872	COG2801
14743624	COG2801
18551098	COG2801
16025891	COG2801
16215861	COG2801
7596368	COG2801
14936855	COG2801
19054348	COG2801
6128137	COG2801
3220359	COG2801
14743419	COG2801
16215681	COG2801
6106581	COG2801
7596231	COG2801
10473662	COG2801
963474	COG2801
16860191	COG2801
8914200	COG2801
6929889	COG2801
12197514	COG2801
13300050	COG2801
9392921	COG2801
2358703	COG2801
18600763	COG2801
5293805	COG2801
18861226	COG2801
7209882	COG2801
1401188	COG2801
14743285	COG2801
17994127	COG2801
14936957	COG2801
6576992	COG2801
10422458	COG2801
7209963	COG2801
3162534	COG2801
8349043	COG2801
15885003	COG2801
12711033	COG2801
18861584	COG2801
7596327	COG2801
6945011	COG2801
14987378	COG2801
8461136	COG2801
7099	COG2801
6793678	COG2801
13909700	COG2801
3571819	COG2801
6576828	COG2801
14700463	COG2801
488453	COG2801
1889041	COG2801
6793192	COG2801
12711028	COG2801
18600761	COG2801
5887004	COG2801
10473268	COG2801
6929870	COG2801
17300902	COG2801
18400776	COG2801
11918882	COG2801
5792272	COG2801
6911406	COG2801
18861620	COG2801
1150376	COG2801
7596130	COG2801
68459	COG2801
8658126	COG2801
18861639	COG2801
3416330	COG2801
7596093	COG2801
3162510	COG2801
6576741	COG2801
10543583	COG2801
17623786	COG2801
6929913	COG2801
8981612	COG2801
963984	COG2801
3481993	COG2801
14936763	COG2801
6106631	COG2801
11040871	COG2801
8349328	COG2801
8981946	COG2801
8454101	COG2801
18861245	COG2801
12221794	COG2801
6215668	COG2801
12221731	COG2801
10422833	COG2801
2026961	COG2801
12197812	COG2801
12108018	COG2801
8734163	COG2801
16617820	COG2801
17623863	COG2801
6899367	COG2801
9618624	COG2801
18400853	COG2801
12221865	COG2801
10473212	COG2801
7957432	COG2801
11250825	COG2801
17610444	COG2801
10120306	COG2801
8965954	COG2801
8461211	COG2801
963479	COG2801
16237088	COG2801
16617929	COG2801
13909753	COG2801
18043206	COG2801
963484	COG2801
13300206	COG2801
16617727	COG2801
979956	COG2801
8795936	COG2801
18695180	COG2801
17406833	COG2801
3220521	COG2801
2358983	COG2801
8734370	COG2801
9618631	COG2801
3162536	COG2801
17010223	COG2801
14905371	COG2801
6945070	COG2801
10120115	COG2801
18861343	COG2801
276517	COG2801
6215620	COG2801
10120488	COG2801
17010178	COG2801
5792225	COG2801
10543134	COG2801
18926063	COG2801
10175895	COG2801
5961605	COG2801
15775787	COG2801
9097750	COG2801
12684884	COG2801
3285120	COG2801
14478515	COG2801
14175857	COG2801
17870517	COG2801
13513006	COG2801
17651013	COG2801
18773892	COG2801
10049068	COG2801
16425459	COG2801
13615740	COG2801
7509015	COG2801
15702027	COG2801
16545822	COG2801
12256017	COG2801
14117957	COG2801
10254933	COG2801
775837	COG2801
10254956	COG2801
10378749	COG2801
16098321	COG2801
17941992	COG2801
10254977	COG2801
1693172	COG2801
14078412	COG2801
10175949	COG2801
1666662	COG2801
4816345	COG2801
4949512	COG2801
10800263	COG2801
17728994	COG2801
17174094	COG2801
11687129	COG2801
943302	COG2801
2241461	COG2801
680254	COG2801
4816708	COG2801
17941899	COG2801
9350830	COG2801
6671947	COG2801
16098441	COG2801
4949584	COG2801
10812543	COG2801
16425510	COG2801
11687047	COG2801
8672289	COG2801
4194272	COG2801
7200740	COG2801
17870454	COG2801
16565864	COG2801
13615944	COG2801
5272669	COG2801
14761348	COG2801
14175818	COG2801
10175875	COG2801
10408472	COG2801
8235096	COG2801
4949601	COG2801
17651303	COG2801
9024301	COG2801
